image_file,category,subcategory,current_height,current_width,source,searched_label,resize_factor,H,FA,n_resp,memorability_wo_fa_correction,memorability_w_fa_correction,memoir_h,memoir_f,memoir_nresp,memoir_mem_score_yfa,memoir_mem_score_nfa,mean_response_time
n02118333_6867.jpg,animal,fox,500.0,364.0,imagenet,fox,1.0,103,2,109,0.944954128440367,0.926605504587156,74.0,10.0,87.0,0.735632183908046,0.8505747126436781,640.5316455696203
n02118333_7588.jpg,animal,fox,500.0,500.0,imagenet,fox,1.0,90,3,92,0.978260869565217,0.945652173913043,128.0,15.0,152.0,0.743421052631579,0.8421052631578947,677.3230769230769
n02118333_8191.jpg,animal,fox,375.0,500.0,imagenet,fox,1.0,66,9,84,0.785714285714286,0.678571428571429,66.0,22.0,89.0,0.4943820224719101,0.7415730337078652,682.9512195121952
n02129165_11516.jpg,animal,lion,336.0,500.0,imagenet,"lion, king of beasts, Panthera leo",1.0,99,2,103,0.961165048543689,0.941747572815534,75.0,3.0,88.0,0.8181818181818182,0.8522727272727273,698.328947368421
n02129165_13292.jpg,animal,lion,400.0,500.0,imagenet,"lion, king of beasts, Panthera leo",1.0,96,3,103,0.932038834951456,0.902912621359223,67.0,3.0,81.0,0.7901234567901234,0.8271604938271605,630.6764705882352
n02129165_1456.jpg,animal,lion,333.0,500.0,imagenet,"lion, king of beasts, Panthera leo",1.0,58,1,102,0.568627450980392,0.558823529411765,50.0,3.0,85.0,0.5529411764705883,0.5882352941176471,705.75
n02129165_15707.jpg,animal,lion,375.0,500.0,imagenet,"lion, king of beasts, Panthera leo",1.0,93,1,106,0.877358490566038,0.867924528301887,52.0,3.0,66.0,0.7424242424242424,0.7878787878787878,679.0943396226415
n02129165_17282.jpg,animal,lion,375.0,500.0,imagenet,"lion, king of beasts, Panthera leo",1.0,80,4,91,0.879120879120879,0.835164835164835,72.0,11.0,85.0,0.7176470588235294,0.8470588235294118,607.6575342465753
n02129165_4588.jpg,animal,lion,333.0,500.0,imagenet,"lion, king of beasts, Panthera leo",1.0,89,15,98,0.908163265306122,0.755102040816326,68.0,14.0,78.0,0.6923076923076923,0.8717948717948718,636.1375
n02129165_709.jpg,animal,lion,299.0,222.0,imagenet,"lion, king of beasts, Panthera leo",1.0,76,7,109,0.697247706422018,0.63302752293578,60.0,12.0,71.0,0.676056338028169,0.8450704225352113,675.6666666666666
n02129165_743.jpg,animal,lion,334.0,500.0,imagenet,"lion, king of beasts, Panthera leo",1.0,62,9,90,0.688888888888889,0.588888888888889,54.0,5.0,74.0,0.6621621621621622,0.7297297297297297,651.6981132075472
n02129165_911.jpg,animal,lion,333.0,500.0,imagenet,"lion, king of beasts, Panthera leo",1.0,93,14,115,0.808695652173913,0.68695652173913,77.0,17.0,88.0,0.6818181818181818,0.875,638.2258064516129
n02129165_992.jpg,animal,lion,333.0,500.0,imagenet,"lion, king of beasts, Panthera leo",1.0,87,10,105,0.828571428571429,0.733333333333333,70.0,5.0,82.0,0.7926829268292683,0.8536585365853658,600.1857142857143
n02132136_7468.jpg,animal,bear,375.0,500.0,imagenet,"brown bear, bruin, Ursus arctos",1.0,97,16,115,0.843478260869565,0.704347826086957,124.0,24.0,157.0,0.6369426751592356,0.7898089171974523,654.7753623188406
n02132136_965.jpg,animal,bear,500.0,333.0,imagenet,"brown bear, bruin, Ursus arctos",1.0,90,3,100,0.9,0.87,126.0,21.0,152.0,0.6907894736842105,0.8289473684210527,642.35
n02324045_17457.jpg,animal,rabbit,375.0,500.0,imagenet,"rabbit, coney, cony",1.0,76,0,92,0.826086956521739,0.826086956521739,58.0,9.0,83.0,0.5903614457831325,0.6987951807228916,692.21875
n02324045_1847.jpg,animal,rabbit,500.0,375.0,imagenet,"rabbit, coney, cony",1.0,79,14,98,0.806122448979592,0.663265306122449,55.0,21.0,74.0,0.4594594594594595,0.7432432432432432,631.6027397260274
n02324045_22432.jpg,animal,rabbit,375.0,500.0,imagenet,"rabbit, coney, cony",1.0,92,1,109,0.844036697247706,0.834862385321101,68.0,9.0,87.0,0.6781609195402298,0.7816091954022989,635.3013698630137
n02324045_22810.jpg,animal,rabbit,375.0,500.0,imagenet,"rabbit, coney, cony",1.0,71,10,107,0.663551401869159,0.570093457943925,48.0,14.0,78.0,0.4358974358974359,0.6153846153846154,653.3898305084746
n02324045_28693.jpg,animal,rabbit,500.0,375.0,imagenet,"rabbit, coney, cony",1.0,100,5,104,0.961538461538462,0.913461538461538,72.0,19.0,87.0,0.6091954022988506,0.8275862068965517,601.3218390804598
n02324045_29163.jpg,animal,rabbit,500.0,375.0,imagenet,"rabbit, coney, cony",1.0,76,7,90,0.844444444444444,0.766666666666667,66.0,18.0,82.0,0.5853658536585366,0.8048780487804879,636.421052631579
n02324045_30280.jpg,animal,rabbit,375.0,500.0,imagenet,"rabbit, coney, cony",1.0,95,12,118,0.805084745762712,0.703389830508475,65.0,17.0,92.0,0.5217391304347826,0.7065217391304348,616.5128205128206
n02324045_30879.jpg,animal,rabbit,500.0,499.0,imagenet,"rabbit, coney, cony",1.0,62,6,95,0.652631578947368,0.589473684210526,107.0,17.0,151.0,0.5960264900662252,0.7086092715231788,649.8823529411765
n02324045_3812.jpg,animal,rabbit,350.0,350.0,imagenet,"rabbit, coney, cony",1.0,73,1,103,0.70873786407767,0.699029126213592,48.0,3.0,83.0,0.5421686746987951,0.5783132530120482,583.5208333333334
n02332755_1242.jpg,animal,mouse,375.0,500.0,imagenet,"field mouse, fieldmouse",1.0,92,1,100,0.92,0.91,62.0,8.0,71.0,0.7605633802816901,0.8732394366197183,672.123076923077
n02332755_2388.jpg,animal,mouse,500.0,375.0,imagenet,"field mouse, fieldmouse",1.0,92,15,105,0.876190476190476,0.733333333333333,132.0,43.0,150.0,0.5933333333333334,0.88,645.7484662576687
n02332755_3073.jpg,animal,mouse,375.0,500.0,imagenet,"field mouse, fieldmouse",1.0,93,1,98,0.948979591836735,0.938775510204082,147.0,12.0,162.0,0.8333333333333334,0.9074074074074074,655.9867549668874
n02332755_342.jpg,animal,mouse,333.0,500.0,imagenet,"field mouse, fieldmouse",1.0,93,8,112,0.830357142857143,0.758928571428571,71.0,11.0,83.0,0.7228915662650602,0.8554216867469879,630.1948051948052
n02332755_4209.jpg,animal,mouse,379.0,500.0,imagenet,"field mouse, fieldmouse",1.0,52,1,93,0.559139784946237,0.548387096774194,51.0,8.0,84.0,0.5119047619047619,0.6071428571428571,680.0714285714286
n02332755_528.jpg,animal,mouse,375.0,500.0,imagenet,"field mouse, fieldmouse",1.0,85,7,97,0.876288659793814,0.804123711340206,78.0,14.0,83.0,0.7710843373493976,0.9397590361445783,597.7176470588236
n02332755_6877.jpg,animal,mouse,333.0,500.0,imagenet,"field mouse, fieldmouse",1.0,78,8,102,0.764705882352941,0.686274509803922,61.0,15.0,72.0,0.6388888888888888,0.8472222222222222,640.9014084507043
n02332755_7430.jpg,animal,mouse,251.0,375.0,imagenet,"field mouse, fieldmouse",1.0,84,10,109,0.770642201834862,0.678899082568807,64.0,21.0,92.0,0.4673913043478261,0.6956521739130435,676.6296296296297
n02332755_7916.jpg,animal,mouse,375.0,500.0,imagenet,"field mouse, fieldmouse",1.0,67,3,110,0.609090909090909,0.581818181818182,53.0,18.0,75.0,0.4666666666666667,0.7066666666666667,709.7536231884058
n02332755_8491.jpg,animal,mouse,468.0,500.0,imagenet,"field mouse, fieldmouse",1.0,93,3,102,0.911764705882353,0.882352941176471,64.0,3.0,79.0,0.7721518987341772,0.810126582278481,650.0967741935484
n02342885_10821.jpg,animal,hamster,375.0,500.0,imagenet,hamster,1.0,96,8,104,0.923076923076923,0.846153846153846,59.0,5.0,74.0,0.7297297297297297,0.7972972972972973,678.2333333333333
n02342885_13036.jpg,animal,hamster,333.0,500.0,imagenet,hamster,1.0,87,11,111,0.783783783783784,0.684684684684685,65.0,8.0,82.0,0.6951219512195121,0.7926829268292683,662.6461538461539
n02342885_1313.jpg,animal,hamster,375.0,500.0,imagenet,hamster,1.0,66,4,96,0.6875,0.645833333333333,88.0,16.0,155.0,0.4645161290322581,0.567741935483871,717.1145833333334
n02342885_13398.jpg,animal,hamster,375.0,500.0,imagenet,hamster,1.0,93,1,98,0.948979591836735,0.938775510204082,63.0,1.0,73.0,0.8493150684931506,0.863013698630137,613.6271186440678
n02342885_240.jpg,animal,hamster,500.0,375.0,imagenet,hamster,1.0,84,6,100,0.84,0.78,100.0,9.0,152.0,0.5986842105263158,0.6578947368421053,649.2952380952381
n02342885_4543.jpg,animal,hamster,375.0,500.0,imagenet,hamster,1.0,88,9,99,0.888888888888889,0.797979797979798,75.0,16.0,92.0,0.6413043478260869,0.8152173913043478,601.5764705882353
n02342885_5768.jpg,animal,hamster,500.0,334.0,imagenet,hamster,1.0,95,3,102,0.931372549019608,0.901960784313726,71.0,6.0,86.0,0.7558139534883721,0.8255813953488372,755.6901408450705
n02342885_6396.jpg,animal,hamster,500.0,477.0,imagenet,hamster,1.0,86,9,92,0.934782608695652,0.83695652173913,128.0,19.0,157.0,0.6942675159235668,0.8152866242038217,635.8014184397163
n02355227_12650.jpg,animal,squirrel,500.0,473.0,imagenet,squirrel,1.0,98,23,108,0.907407407407407,0.694444444444444,69.0,30.0,80.0,0.4875,0.8625,614.2842105263157
n02355227_12746.jpg,animal,squirrel,375.0,500.0,imagenet,squirrel,1.0,54,0,97,0.556701030927835,0.556701030927835,61.0,8.0,86.0,0.6162790697674418,0.7093023255813954,690.1969696969697
n02355227_13518.jpg,animal,squirrel,481.0,500.0,imagenet,squirrel,1.0,85,1,90,0.944444444444444,0.933333333333333,69.0,6.0,85.0,0.7411764705882353,0.8117647058823529,630.1969696969697
n02355227_14189.jpg,animal,squirrel,370.0,500.0,imagenet,squirrel,1.0,90,23,100,0.9,0.67,76.0,21.0,86.0,0.6395348837209303,0.8837209302325582,615.3
n02355227_14685.jpg,animal,squirrel,333.0,500.0,imagenet,squirrel,1.0,92,30,106,0.867924528301887,0.584905660377358,135.0,55.0,154.0,0.5194805194805194,0.8766233766233766,608.7923497267759
n02355227_15347.jpg,animal,squirrel,364.0,374.0,imagenet,squirrel,1.0,68,9,83,0.819277108433735,0.710843373493976,74.0,17.0,89.0,0.6404494382022472,0.8314606741573034,636.5057471264367
n02355227_15913.jpg,animal,squirrel,500.0,348.0,imagenet,squirrel,1.0,99,16,112,0.883928571428571,0.741071428571429,129.0,21.0,153.0,0.7058823529411765,0.8431372549019608,624.55
n02355227_2164.jpg,animal,squirrel,500.0,374.0,imagenet,squirrel,1.0,101,8,111,0.90990990990991,0.837837837837838,74.0,11.0,88.0,0.7159090909090909,0.8409090909090909,665.7721518987341
n02355227_8561.jpg,animal,squirrel,352.0,352.0,imagenet,squirrel,1.0,80,2,96,0.833333333333333,0.8125,58.0,6.0,77.0,0.6753246753246753,0.7532467532467533,671.483870967742
n02396427_10489.jpg,animal,wild boar,333.0,500.0,imagenet,"wild boar, boar, Sus scrofa",1.0,93,3,112,0.830357142857143,0.803571428571429,71.0,7.0,86.0,0.7441860465116279,0.8255813953488372,696.8933333333333
n02396427_15258.jpg,animal,wild boar,292.0,400.0,imagenet,"wild boar, boar, Sus scrofa",1.0,85,23,92,0.923913043478261,0.673913043478261,56.0,17.0,71.0,0.5492957746478874,0.7887323943661971,617.6615384615385
n02396427_16759.jpg,animal,wild boar,375.0,500.0,imagenet,"wild boar, boar, Sus scrofa",1.0,82,14,91,0.901098901098901,0.747252747252747,76.0,14.0,85.0,0.7294117647058823,0.8941176470588236,635.9885057471264
n02396427_18185.jpg,animal,wild boar,375.0,500.0,imagenet,"wild boar, boar, Sus scrofa",1.0,69,3,73,0.945205479452055,0.904109589041096,57.0,10.0,66.0,0.7121212121212122,0.8636363636363636,634.3387096774194
n02396427_19458.jpg,animal,wild boar,500.0,377.0,imagenet,"wild boar, boar, Sus scrofa",1.0,86,6,110,0.781818181818182,0.727272727272727,130.0,17.0,157.0,0.7197452229299363,0.8280254777070064,658.3591549295775
n02396427_20572.jpg,animal,wild boar,311.0,500.0,imagenet,"wild boar, boar, Sus scrofa",1.0,69,7,112,0.616071428571429,0.553571428571429,100.0,23.0,159.0,0.48427672955974843,0.6289308176100629,730.7433628318585
n02396427_23932.jpg,animal,wild boar,375.0,500.0,imagenet,"wild boar, boar, Sus scrofa",1.0,48,0,93,0.516129032258065,0.516129032258065,42.0,5.0,84.0,0.44047619047619047,0.5,719.5681818181819
n02396427_4200.jpg,animal,wild boar,348.0,500.0,imagenet,"wild boar, boar, Sus scrofa",1.0,101,13,110,0.918181818181818,0.8,55.0,10.0,70.0,0.6428571428571429,0.7857142857142857,619.3389830508474
n02396427_768.jpg,animal,wild boar,333.0,500.0,imagenet,"wild boar, boar, Sus scrofa",1.0,72,4,98,0.73469387755102,0.693877551020408,125.0,19.0,147.0,0.7210884353741497,0.8503401360544217,685.427536231884
n02396427_941.jpg,animal,wild boar,396.0,500.0,imagenet,"wild boar, boar, Sus scrofa",1.0,62,12,108,0.574074074074074,0.462962962962963,52.0,22.0,79.0,0.379746835443038,0.6582278481012658,649.4428571428572
n02430045_4014.jpg,animal,deer,361.0,500.0,imagenet,"deer, cervid",1.0,68,7,96,0.708333333333333,0.635416666666667,65.0,21.0,85.0,0.5176470588235295,0.7647058823529411,651.1951219512196
n02430045_4240.jpg,animal,deer,313.0,500.0,imagenet,"deer, cervid",1.0,81,3,105,0.771428571428571,0.742857142857143,67.0,8.0,90.0,0.6555555555555556,0.7444444444444445,610.3857142857142
n02430045_5804.jpg,animal,deer,500.0,357.0,imagenet,"deer, cervid",1.0,103,4,117,0.88034188034188,0.846153846153846,117.0,17.0,147.0,0.6802721088435374,0.7959183673469388,657.2809917355372
n02431337_2676.jpg,animal,deer,500.0,334.0,imagenet,"hart, stag",1.0,73,8,90,0.811111111111111,0.722222222222222,58.0,11.0,75.0,0.6266666666666667,0.7733333333333333,613.8059701492538
n02431441_12391.jpg,animal,deer,300.0,400.0,imagenet,hind,1.0,42,0,103,0.407766990291262,0.407766990291262,50.0,15.0,83.0,0.42168674698795183,0.6024096385542169,656.6842105263158
n02431628_3572.jpg,animal,deer,375.0,500.0,imagenet,"sambar, sambur, Cervus unicolor",1.0,66,9,100,0.66,0.57,62.0,12.0,87.0,0.5747126436781609,0.7126436781609196,644.9558823529412
n02431628_6620.jpg,animal,deer,500.0,334.0,imagenet,"sambar, sambur, Cervus unicolor",1.0,68,4,97,0.701030927835051,0.65979381443299,56.0,11.0,86.0,0.5232558139534884,0.6511627906976745,651.7727272727273
n02431785_3863.jpg,animal,deer,334.0,500.0,imagenet,"wapiti, elk, American elk, Cervus elaphus canadensis",1.0,48,5,87,0.551724137931034,0.494252873563218,51.0,13.0,73.0,0.5205479452054794,0.6986301369863014,667.9166666666666
n02432983_13135.jpg,animal,deer,333.0,500.0,imagenet,"elk, European elk, moose, Alces alces",1.0,78,12,117,0.666666666666667,0.564102564102564,111.0,27.0,149.0,0.5637583892617449,0.7449664429530202,626.9629629629629
n02432983_7830.jpg,animal,deer,400.0,535.0,imagenet,"elk, European elk, moose, Alces alces",1.0,88,8,98,0.897959183673469,0.816326530612245,63.0,12.0,83.0,0.6144578313253012,0.7590361445783133,644.3611111111111
n02450034_10783.jpg,animal,marten,480.0,640.0,imagenet,"Marten, marten cat",1.0,83,2,95,0.873684210526316,0.852631578947368,69.0,6.0,82.0,0.7682926829268293,0.8414634146341463,642.1805555555555
n02450034_11093.jpg,animal,marten,369.0,297.0,imagenet,"Marten, marten cat",1.0,93,10,113,0.823008849557522,0.734513274336283,62.0,10.0,84.0,0.6190476190476191,0.7380952380952381,705.6142857142858
n02450034_11655.jpg,animal,marten,268.0,390.0,imagenet,"Marten, marten cat",1.0,58,3,95,0.610526315789474,0.578947368421053,41.0,5.0,76.0,0.47368421052631576,0.5394736842105263,716.6363636363636
n02450034_13271.jpg,animal,marten,297.0,300.0,imagenet,"Marten, marten cat",1.0,54,7,86,0.627906976744186,0.546511627906977,53.0,7.0,82.0,0.5609756097560976,0.6463414634146342,700.0350877192982
n02450034_13701.jpg,animal,marten,375.0,500.0,imagenet,"Marten, marten cat",1.0,69,7,95,0.726315789473684,0.652631578947368,64.0,12.0,89.0,0.5842696629213483,0.7191011235955056,637.5217391304348
n02450034_14176.jpg,animal,marten,333.0,500.0,imagenet,"Marten, marten cat",1.0,64,3,96,0.666666666666667,0.635416666666667,65.0,15.0,87.0,0.5747126436781609,0.7471264367816092,612.986301369863
n02450034_4660.jpg,animal,marten,351.0,500.0,imagenet,"Marten, marten cat",1.0,87,8,95,0.91578947368421,0.831578947368421,65.0,14.0,84.0,0.6071428571428571,0.7738095238095238,660.6933333333334
n02450034_5956.jpg,animal,marten,325.0,500.0,imagenet,"Marten, marten cat",1.0,49,2,104,0.471153846153846,0.451923076923077,76.0,8.0,153.0,0.4444444444444444,0.49673202614379086,701.9268292682926
n02450034_979.jpg,animal,marten,340.0,500.0,imagenet,"Marten, marten cat",1.0,88,3,115,0.765217391304348,0.739130434782609,69.0,9.0,85.0,0.7058823529411765,0.8117647058823529,653.2876712328767
n02691156_10151.jpg,vehicle,airplane,375.0,500.0,imagenet,"airplane, aeroplane, plane",1.0,61,1,79,0.772151898734177,0.759493670886076,50.0,9.0,77.0,0.5324675324675324,0.6493506493506493,747.7592592592592
n02691156_3785.jpg,vehicle,airplane,375.0,500.0,imagenet,"airplane, aeroplane, plane",1.0,60,1,102,0.588235294117647,0.57843137254902,55.0,9.0,89.0,0.5168539325842697,0.6179775280898876,660.9666666666667
n02691156_5942.jpg,vehicle,airplane,375.0,500.0,imagenet,"airplane, aeroplane, plane",1.0,86,1,103,0.83495145631068,0.825242718446602,113.0,8.0,155.0,0.6774193548387096,0.7290322580645161,663.7345132743363
n02793495_1349.jpg,landscape,barn,500.0,432.0,imagenet,barn,1.0,71,8,102,0.696078431372549,0.617647058823529,48.0,9.0,86.0,0.45348837209302323,0.5581395348837209,679.6964285714286
n02793495_15347.jpg,landscape,barn,338.0,500.0,imagenet,barn,1.0,45,9,92,0.489130434782609,0.391304347826087,52.0,11.0,88.0,0.4659090909090909,0.5909090909090909,681.2459016393443
n02793495_16251.jpg,landscape,barn,500.0,375.0,imagenet,barn,1.0,70,2,84,0.833333333333333,0.80952380952381,65.0,8.0,91.0,0.6263736263736264,0.7142857142857143,612.8358208955224
n02793495_1647.jpg,landscape,barn,364.0,500.0,imagenet,barn,1.0,62,2,97,0.639175257731959,0.618556701030928,39.0,6.0,77.0,0.42857142857142855,0.5064935064935064,670.8809523809524
n02793495_2078.jpg,landscape,barn,500.0,339.0,imagenet,barn,1.0,37,1,98,0.377551020408163,0.36734693877551,30.0,9.0,91.0,0.23076923076923078,0.32967032967032966,600.6944444444445
n02793495_3852.jpg,landscape,barn,375.0,500.0,imagenet,barn,1.0,75,7,124,0.604838709677419,0.548387096774194,59.0,12.0,85.0,0.5529411764705883,0.6941176470588235,653.483870967742
n02793495_4187.jpg,landscape,barn,333.0,500.0,imagenet,barn,1.0,74,0,90,0.822222222222222,0.822222222222222,73.0,11.0,89.0,0.6966292134831461,0.8202247191011236,664.6578947368421
n02793495_4712.jpg,landscape,barn,333.0,500.0,imagenet,barn,1.0,58,3,100,0.58,0.55,52.0,10.0,87.0,0.4827586206896552,0.5977011494252874,637.7894736842105
n02793495_6042.jpg,landscape,barn,500.0,304.0,imagenet,barn,1.0,65,2,87,0.747126436781609,0.724137931034483,37.0,6.0,90.0,0.34444444444444444,0.4111111111111111,670.2682926829268
n02793495_666.jpg,landscape,barn,373.0,500.0,imagenet,barn,1.0,76,1,103,0.737864077669903,0.728155339805825,39.0,7.0,74.0,0.43243243243243246,0.527027027027027,674.9767441860465
n02834778_11865.jpg,vehicle,bicycle,375.0,500.0,imagenet,"bicycle, bike, wheel, cycle",1.0,97,6,114,0.850877192982456,0.798245614035088,69.0,2.0,84.0,0.7976190476190477,0.8214285714285714,635.5074626865671
n02834778_1895.jpg,vehicle,bicycle,500.0,375.0,imagenet,"bicycle, bike, wheel, cycle",1.0,74,4,86,0.86046511627907,0.813953488372093,68.0,14.0,90.0,0.6,0.7555555555555555,609.0540540540541
n02834778_1985.jpg,vehicle,bicycle,500.0,411.0,imagenet,"bicycle, bike, wheel, cycle",1.0,71,2,104,0.682692307692308,0.663461538461538,48.0,9.0,71.0,0.5492957746478874,0.676056338028169,626.0
n02834778_3171.jpg,vehicle,bicycle,375.0,500.0,imagenet,"bicycle, bike, wheel, cycle",1.0,78,1,130,0.6,0.592307692307692,51.0,5.0,82.0,0.5609756097560976,0.6219512195121951,650.5882352941177
n02834778_3958.jpg,vehicle,bicycle,500.0,377.0,imagenet,"bicycle, bike, wheel, cycle",1.0,70,1,102,0.686274509803922,0.676470588235294,59.0,7.0,84.0,0.6190476190476191,0.7023809523809523,734.1587301587301
n02834778_4359.jpg,vehicle,bicycle,246.0,360.0,imagenet,"bicycle, bike, wheel, cycle",1.0,35,0,85,0.411764705882353,0.411764705882353,58.0,5.0,90.0,0.5888888888888889,0.6444444444444445,758.2881355932203
n02834778_6712.jpg,vehicle,bicycle,375.0,500.0,imagenet,"bicycle, bike, wheel, cycle",1.0,70,5,84,0.833333333333333,0.773809523809524,140.0,21.0,164.0,0.725609756097561,0.8536585365853658,640.6225165562914
n02834778_7050.jpg,vehicle,bicycle,314.0,500.0,imagenet,"bicycle, bike, wheel, cycle",1.0,90,2,95,0.947368421052632,0.926315789473684,66.0,6.0,73.0,0.821917808219178,0.9041095890410958,600.4925373134329
n02878222_11521.jpg,vehicle,freighter,500.0,375.0,imagenet,"bottom, freighter, merchantman, merchant ship",1.0,107,2,126,0.849206349206349,0.833333333333333,48.0,5.0,69.0,0.6231884057971014,0.6956521739130435,683.6037735849056
n02878222_1516.jpg,vehicle,freighter,333.0,500.0,imagenet,"bottom, freighter, merchantman, merchant ship",1.0,52,5,103,0.504854368932039,0.456310679611651,87.0,11.0,150.0,0.5066666666666667,0.58,652.2258064516129
n02878222_21494.jpg,vehicle,freighter,332.0,500.0,imagenet,"bottom, freighter, merchantman, merchant ship",1.0,83,2,96,0.864583333333333,0.84375,118.0,13.0,157.0,0.6687898089171974,0.7515923566878981,672.1322314049587
n02878222_3677.jpg,vehicle,freighter,332.0,500.0,imagenet,"bottom, freighter, merchantman, merchant ship",1.0,68,3,97,0.701030927835051,0.670103092783505,64.0,21.0,92.0,0.4673913043478261,0.6956521739130435,677.9625
n02878222_48037.jpg,vehicle,freighter,375.0,500.0,imagenet,"bottom, freighter, merchantman, merchant ship",1.0,82,15,105,0.780952380952381,0.638095238095238,61.0,15.0,89.0,0.5168539325842697,0.6853932584269663,595.8493150684932
n02878222_49624.jpg,vehicle,freighter,375.0,500.0,imagenet,"bottom, freighter, merchantman, merchant ship",1.0,90,8,112,0.803571428571429,0.732142857142857,57.0,6.0,90.0,0.5666666666666667,0.6333333333333333,668.2962962962963
n02878222_49784.jpg,vehicle,freighter,375.0,500.0,imagenet,"bottom, freighter, merchantman, merchant ship",1.0,64,6,101,0.633663366336634,0.574257425742574,51.0,2.0,87.0,0.5632183908045977,0.5862068965517241,655.6862745098039
n02878222_50742.jpg,vehicle,freighter,375.0,500.0,imagenet,"bottom, freighter, merchantman, merchant ship",1.0,81,3,107,0.757009345794392,0.728971962616822,62.0,12.0,83.0,0.6024096385542169,0.7469879518072289,601.6515151515151
n02878222_5468.jpg,vehicle,freighter,333.0,500.0,imagenet,"bottom, freighter, merchantman, merchant ship",1.0,65,12,98,0.663265306122449,0.540816326530612,64.0,12.0,85.0,0.611764705882353,0.7529411764705882,669.2638888888889
n02878222_6258.jpg,vehicle,freighter,375.0,500.0,imagenet,"bottom, freighter, merchantman, merchant ship",1.0,67,17,101,0.663366336633663,0.495049504950495,63.0,17.0,87.0,0.5287356321839081,0.7241379310344828,659.9428571428572
n02924116_73467.jpg,vehicle,bus,341.0,500.0,imagenet,"bus, autobus, coach, charabanc, double-decker, jitney, motorbus, motorcoach, omnibus, passenger vehicle",1.0,84,10,102,0.823529411764706,0.725490196078431,78.0,9.0,91.0,0.7582417582417582,0.8571428571428571,663.7037037037037
n02924116_86325.jpg,vehicle,bus,375.0,500.0,imagenet,"bus, autobus, coach, charabanc, double-decker, jitney, motorbus, motorcoach, omnibus, passenger vehicle",1.0,95,12,120,0.791666666666667,0.691666666666667,49.0,2.0,73.0,0.6438356164383562,0.6712328767123288,611.3191489361702
n02932891_15330.jpg,vehicle,pleasure boat,335.0,500.0,imagenet,"cabin cruiser, cruiser, pleasure boat, pleasure craft",1.0,44,8,101,0.435643564356436,0.356435643564356,81.0,37.0,152.0,0.2894736842105263,0.5328947368421053,652.0803571428571
n02932891_17656.jpg,vehicle,pleasure boat,375.0,500.0,imagenet,"cabin cruiser, cruiser, pleasure boat, pleasure craft",1.0,65,4,104,0.625,0.586538461538462,57.0,16.0,81.0,0.5061728395061729,0.7037037037037037,660.5151515151515
n02932891_22489.jpg,vehicle,pleasure boat,334.0,500.0,imagenet,"cabin cruiser, cruiser, pleasure boat, pleasure craft",1.0,84,14,110,0.763636363636364,0.636363636363636,105.0,20.0,147.0,0.5782312925170068,0.7142857142857143,670.6
n02932891_28174.jpg,vehicle,pleasure boat,375.0,500.0,imagenet,"cabin cruiser, cruiser, pleasure boat, pleasure craft",1.0,63,8,92,0.684782608695652,0.597826086956522,93.0,32.0,151.0,0.40397350993377484,0.6158940397350994,632.0086206896551
n02932891_3352.jpg,vehicle,pleasure boat,371.0,500.0,imagenet,"cabin cruiser, cruiser, pleasure boat, pleasure craft",1.0,90,7,114,0.789473684210526,0.728070175438597,44.0,12.0,70.0,0.45714285714285713,0.6285714285714286,651.3703703703703
n02932891_3743.jpg,vehicle,pleasure boat,375.0,500.0,imagenet,"cabin cruiser, cruiser, pleasure boat, pleasure craft",1.0,64,4,96,0.666666666666667,0.625,54.0,18.0,73.0,0.4931506849315068,0.7397260273972602,630.8923076923077
n02934451_10876.jpg,vehicle,cable car,500.0,375.0,imagenet,"cable car, car",1.0,59,4,110,0.536363636363636,0.5,35.0,11.0,67.0,0.3582089552238806,0.5223880597014925,722.8604651162791
n02934451_1210.jpg,vehicle,cable car,375.0,500.0,imagenet,"cable car, car",1.0,49,3,96,0.510416666666667,0.479166666666667,49.0,11.0,89.0,0.42696629213483145,0.550561797752809,708.4561403508771
n02934451_12189.jpg,vehicle,cable car,500.0,375.0,imagenet,"cable car, car",1.0,78,4,91,0.857142857142857,0.813186813186813,62.0,4.0,81.0,0.7160493827160493,0.7654320987654321,685.5645161290323
n02934451_20914.jpg,vehicle,cable car,500.0,375.0,imagenet,"cable car, car",1.0,96,8,110,0.872727272727273,0.8,51.0,9.0,71.0,0.5915492957746479,0.7183098591549296,646.2372881355932
n02934451_5019.jpg,vehicle,cable car,333.0,500.0,imagenet,"cable car, car",1.0,91,1,113,0.805309734513274,0.79646017699115,68.0,1.0,87.0,0.7701149425287356,0.7816091954022989,706.7460317460317
n02934451_8034.jpg,vehicle,cable car,333.0,500.0,imagenet,"cable car, car",1.0,63,0,105,0.6,0.6,41.0,7.0,72.0,0.4722222222222222,0.5694444444444444,703.3617021276596
n03351262_13855.jpg,vehicle,fishing boat,375.0,500.0,imagenet,"fishing boat, fishing smack, fishing vessel",1.0,73,9,107,0.682242990654206,0.598130841121495,44.0,11.0,70.0,0.4714285714285714,0.6285714285714286,611.2592592592592
n03351262_1451.jpg,vehicle,fishing boat,400.0,504.0,imagenet,"fishing boat, fishing smack, fishing vessel",1.0,76,2,107,0.710280373831776,0.691588785046729,46.0,12.0,74.0,0.4594594594594595,0.6216216216216216,677.4821428571429
